1,0,0.0939448,-0.00483066,-0.982,2032.56,0,6.58419,0,1,5235.99,-0.000632052,0.00179147,0.0026812,4.99956,5.07833,5.33867,5.83403,6.69045,8.2214,11.4874,200,80.6739,41.3315,28.3619,21.5943,17.2296,14.4032,12.5499,11.3357,10.5689,10.1421,10.0006,0.3334,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
1,0,0.0496262,-0.00483066,-0.962,2032.56,0,6.58394,0,1,5386.69,-0.000632052,0.00179147,0.0026812,4.99956,5.07833,5.33867,5.83403,6.69045,8.2214,11.4874,200,80.6739,41.3315,28.3619,21.5943,17.2296,14.4032,12.5499,11.3357,10.5689,10.1421,10.0006,0.3334,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
1,0,0.0496262,-0.00483066,-0.942,2032.56,0,6.58367,0,1,5542.21,-0.000632052,0.00179147,0.0026812,4.99956,5.07833,5.33867,5.83403,6.69045,8.2214,11.4874,200,80.6739,41.3315,28.3619,21.5943,17.2296,14.4032,12.5499,11.3357,10.5689,10.1421,10.0006,0.3334,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
1,0,0.0496262,-0.00483066,-0.922,2032.56,0,6.58339,0,1,5702.71,-0.000632052,0.00179147,0.0026812,4.99956,5.07833,5.33867,5.83403,6.69045,8.2214,11.4874,200,80.6739,41.3315,28.3619,21.5943,17.2296,14.4032,12.5499,11.3357,10.5689,10.1421,10.0006,0.3334,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
1,0,0.0496262,-0.00483066,-0.902,2032.56,0,6.58308,0,1,5868.34,-0.000632052,0.00179147,0.0026812,4.99956,5.07833,5.33867,5.83403,6.69045,8.2214,11.4874,200,80.6739,41.3315,28.3619,21.5943,17.2296,14.4032,12.5499,11.3357,10.5689,10.1421,10.0006,0.3334,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
1,0,0.0496262,-0.00483066,-0.882,2032.56,0,6.58276,0,1,6039.26,-0.000632052,0.00179147,0.0026812,4.99956,5.07833,5.33867,5.83403,6.69045,8.2214,11.4874,200,80.6739,41.3315,28.3619,21.5943,17.2296,14.4032,12.5499,11.3357,10.5689,10.1421,10.0006,0.3334,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
1,0,0.0496262,-0.00483066,-0.862,2032.56,0,6.58242,0,1,6215.65,-0.000632052,0.00179147,0.0026812,4.99956,5.07833,5.33867,5.83403,6.69045,8.2214,11.4874,200,80.6739,41.3315,28.3619,21.5943,17.2296,14.4032,12.5499,11.3357,10.5689,10.1421,10.0006,0.3334,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
1,0,0.0496262,-0.00483066,-0.842,2032.56,0,6.58206,0,1,6397.68,-0.000632052,0.00179147,0.0026812,4.99956,5.07833,5.33867,5.83403,6.69045,8.2214,11.4874,200,80.6739,41.3315,28.3619,21.5943,17.2296,14.4032,12.5499,11.3357,10.5689,10.1421,10.0006,0.3334,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
1,0,0.0496262,-0.00483066,-0.822,2032.56,0,6.58168,0,1,6585.53,-0.000632052,0.00179147,0.0026812,4.99956,5.07833,5.33867,5.83403,6.69045,8.2214,11.4874,200,80.6739,41.3315,28.3619,21.5943,17.2296,14.4032,12.5499,11.3357,10.5689,10.1421,10.0006,0.3334,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
1,0,0.0496262,-0.00483066,-0.802,2032.56,0,6.58127,0,1,6779.4,-0.000632052,0.00179147,0.0026812,4.99956,5.07833,5.33867,5.83403,6.69045,8.2214,11.4874,200,80.6739,41.3315,28.3619,21.5943,17.2296,14.4032,12.5499,11.3357,10.5689,10.1421,10.0006,0.3334,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
